context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0071047	polyadenylation-dependent mRNA catabolic process	Biological Process	4	4	True
Biological Process::GO:0071072	negative regulation of phospholipid biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0071205	protein localization to juxtaparanode region of axon	Biological Process	4	4	True
Biological Process::GO:0071224	cellular response to peptidoglycan	Biological Process	4	4	True
Biological Process::GO:0071284	cellular response to lead ion	Biological Process	4	4	True
Biological Process::GO:0071288	cellular response to mercury ion	Biological Process	4	4	True
Biological Process::GO:0071315	cellular response to morphine	Biological Process	4	4	True
Biological Process::GO:0071317	cellular response to isoquinoline alkaloid	Biological Process	4	4	True
Biological Process::GO:0071332	cellular response to fructose stimulus	Biological Process	4	4	True
Biological Process::GO:0071395	cellular response to jasmonic acid stimulus	Biological Process	4	4	True
Biological Process::GO:0071418	cellular response to amine stimulus	Biological Process	4	4	True
Biological Process::GO:0071442	positive regulation of histone H3-K14 acetylation	Biological Process	4	4	True
Biological Process::GO:0071472	cellular response to salt stress	Biological Process	4	4	True
Biological Process::GO:0071502	cellular response to temperature stimulus	Biological Process	4	4	True
Biological Process::GO:0071578	zinc II ion transmembrane import	Biological Process	4	4	True
Biological Process::GO:0071603	endothelial cell-cell adhesion	Biological Process	4	4	True
Biological Process::GO:0071638	negative regulation of monocyte chemotactic protein-1 production	Biological Process	4	4	True
Biological Process::GO:0071651	positive regulation of chemokine (C-C motif) ligand 5 production	Biological Process	4	4	True
Biological Process::GO:0071724	response to diacyl bacterial lipopeptide	Biological Process	4	4	True
Biological Process::GO:0071726	cellular response to diacyl bacterial lipopeptide	Biological Process	4	4	True
Biological Process::GO:0071800	podosome assembly	Biological Process	4	4	True
Biological Process::GO:0071816	tail-anchored membrane protein insertion into ER membrane	Biological Process	4	4	True
Biological Process::GO:0071896	protein localization to adherens junction	Biological Process	4	4	True
Biological Process::GO:0071922	regulation of cohesin localization to chromatin	Biological Process	4	4	True
Biological Process::GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	Biological Process	4	4	True
Biological Process::GO:0072021	ascending thin limb development	Biological Process	4	4	True
Biological Process::GO:0072039	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	Biological Process	4	4	True
Biological Process::GO:0072040	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	Biological Process	4	4	True
Biological Process::GO:0072086	specification of loop of Henle identity	Biological Process	4	4	True
Biological Process::GO:0072093	metanephric renal vesicle formation	Biological Process	4	4	True
Biological Process::GO:0072095	regulation of branch elongation involved in ureteric bud branching	Biological Process	4	4	True
Biological Process::GO:0072106	regulation of ureteric bud formation	Biological Process	4	4	True
Biological Process::GO:0072107	positive regulation of ureteric bud formation	Biological Process	4	4	True
Biological Process::GO:0072108	positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	Biological Process	4	4	True
Biological Process::GO:0072144	glomerular mesangial cell development	Biological Process	4	4	True
Biological Process::GO:0072180	mesonephric duct morphogenesis	Biological Process	4	4	True
Biological Process::GO:0072199	regulation of mesenchymal cell proliferation involved in ureter development	Biological Process	4	4	True
Biological Process::GO:0072218	metanephric ascending thin limb development	Biological Process	4	4	True
Biological Process::GO:0072268	pattern specification involved in metanephros development	Biological Process	4	4	True
Biological Process::GO:0072289	metanephric nephron tubule formation	Biological Process	4	4	True
Biological Process::GO:0072319	vesicle uncoating	Biological Process	4	4	True
Biological Process::GO:0072367	regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	Biological Process	4	4	True
Biological Process::GO:0072429	response to intra-S DNA damage checkpoint signaling	Biological Process	4	4	True
Biological Process::GO:0072513	positive regulation of secondary heart field cardioblast proliferation	Biological Process	4	4	True
Biological Process::GO:0072553	terminal button organization	Biological Process	4	4	True
Biological Process::GO:0072606	interleukin-8 secretion	Biological Process	4	4	True
Biological Process::GO:0072672	neutrophil extravasation	Biological Process	4	4	True
Biological Process::GO:0072675	osteoclast fusion	Biological Process	4	4	True
Biological Process::GO:0072710	response to hydroxyurea	Biological Process	4	4	True
Biological Process::GO:0072711	cellular response to hydroxyurea	Biological Process	4	4	True
Biological Process::GO:0086029	Purkinje myocyte to ventricular cardiac muscle cell signaling	Biological Process	4	4	True
Biological Process::GO:0086068	Purkinje myocyte to ventricular cardiac muscle cell communication	Biological Process	4	4	True
Biological Process::GO:0090027	negative regulation of monocyte chemotaxis	Biological Process	4	4	True
Biological Process::GO:0090031	positive regulation of steroid hormone biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0090071	negative regulation of ribosome biogenesis	Biological Process	4	4	True
Biological Process::GO:0090074	negative regulation of protein homodimerization activity	Biological Process	4	4	True
Biological Process::GO:0090086	negative regulation of protein deubiquitination	Biological Process	4	4	True
Biological Process::GO:0090116	C-5 methylation of cytosine	Biological Process	4	4	True
Biological Process::GO:0090131	mesenchyme migration	Biological Process	4	4	True
Biological Process::GO:0090168	Golgi reassembly	Biological Process	4	4	True
Biological Process::GO:0090170	regulation of Golgi inheritance	Biological Process	4	4	True
Biological Process::GO:0090191	negative regulation of branching involved in ureteric bud morphogenesis	Biological Process	4	4	True
Biological Process::GO:0090219	negative regulation of lipid kinase activity	Biological Process	4	4	True
Biological Process::GO:0090245	axis elongation involved in somitogenesis	Biological Process	4	4	True
Biological Process::GO:0090259	regulation of retinal ganglion cell axon guidance	Biological Process	4	4	True
Biological Process::GO:0090261	positive regulation of inclusion body assembly	Biological Process	4	4	True
Biological Process::GO:0090273	regulation of somatostatin secretion	Biological Process	4	4	True
Biological Process::GO:0090381	regulation of heart induction	Biological Process	4	4	True
Biological Process::GO:0090403	oxidative stress-induced premature senescence	Biological Process	4	4	True
Biological Process::GO:0090427	activation of meiosis	Biological Process	4	4	True
Biological Process::GO:0090493	catecholamine uptake	Biological Process	4	4	True
Biological Process::GO:0090494	dopamine uptake	Biological Process	4	4	True
Biological Process::GO:0090666	scaRNA localization to Cajal body	Biological Process	4	4	True
Biological Process::GO:0090670	RNA localization to Cajal body	Biological Process	4	4	True
Biological Process::GO:0097029	mature conventional dendritic cell differentiation	Biological Process	4	4	True
Biological Process::GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0097113	AMPA glutamate receptor clustering	Biological Process	4	4	True
Biological Process::GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly	Biological Process	4	4	True
Biological Process::GO:0097167	circadian regulation of translation	Biological Process	4	4	True
Biological Process::GO:0097240	chromosome attachment to the nuclear envelope	Biological Process	4	4	True
Biological Process::GO:0097368	establishment of Sertoli cell barrier	Biological Process	4	4	True
Biological Process::GO:0097466	glycoprotein ERAD pathway	Biological Process	4	4	True
Biological Process::GO:0097475	motor neuron migration	Biological Process	4	4	True
Biological Process::GO:0097476	spinal cord motor neuron migration	Biological Process	4	4	True
Biological Process::GO:0097490	sympathetic neuron projection extension	Biological Process	4	4	True
Biological Process::GO:0097491	sympathetic neuron projection guidance	Biological Process	4	4	True
Biological Process::GO:0097500	receptor localization to nonmotile primary cilium	Biological Process	4	4	True
Biological Process::GO:0097688	glutamate receptor clustering	Biological Process	4	4	True
Biological Process::GO:0098501	polynucleotide dephosphorylation	Biological Process	4	4	True
Biological Process::GO:0098904	regulation of AV node cell action potential	Biological Process	4	4	True
Biological Process::GO:0098910	regulation of atrial cardiac muscle cell action potential	Biological Process	4	4	True
Biological Process::GO:1900019	regulation of protein kinase C activity	Biological Process	4	4	True
Biological Process::GO:1900020	positive regulation of protein kinase C activity	Biological Process	4	4	True
Biological Process::GO:1900041	negative regulation of interleukin-2 secretion	Biological Process	4	4	True
Biological Process::GO:1900045	negative regulation of protein K63-linked ubiquitination	Biological Process	4	4	True
